Composition,
Date Added,1998-07-16
Formula,
Grain Size Description,<25.0um
Grain Size,"(0.0, 25.0)"
Locality,"Moore Co., North Carolina"
Minimum Wavelength,490
Sample Name,Moore County
Maximum Wavelength,525
Database of Origin,RELAB
Other Information,Basaltic HED Eucrite
References,
Resolution,1.0
Material class,Rock
Sample Description,USNM 6649.  
Sample ID,C5MP86
Original Sample ID,MP-TXH-086-A
Viewing Geometry,30.0° / 0.0°
Wavelength,Response
490.0,0.41831
491.0,0.42159
492.0,0.42358
493.0,0.42474
494.0,0.42632
495.0,0.42751
496.0,0.42753
497.0,0.42904
498.0,0.42929
499.0,0.43006
500.0,0.42992
501.0,0.42836
502.0,0.4275
503.0,0.42644
504.0,0.42537
505.0,0.42159
506.0,0.41557
507.0,0.4138
508.0,0.41695
509.0,0.42185
510.0,0.42635
511.0,0.42962
512.0,0.43248
513.0,0.43626
514.0,0.43889
515.0,0.44202
516.0,0.44413
517.0,0.44586
518.0,0.4474
519.0,0.44833
520.0,0.45054
521.0,0.45228
522.0,0.45302
523.0,0.45337
524.0,0.45378
525.0,0.45451
