Composition,
Date Added,1998-07-16
Formula,
Grain Size Description,<25.0um
Grain Size,(0.0 - 25.0)
Locality,"Weld County, Colorado "
Minimum Wavelength,490
Sample Name,Johnstown <25 um
Maximum Wavelength,525
Database of Origin,RELAB
Other Information,Basaltic HED Diogenite
References,
Resolution,1.0
Material class,Rock
Sample Description,
Sample ID,C5MB95
Original Sample ID,MB-TXH-095-A
Viewing Geometry,30.0° / 0.0°
Wavelength,Response
490.0,0.36064
491.0,0.36203
492.0,0.36334
493.0,0.36352
494.0,0.36514
495.0,0.36529
496.0,0.36593
497.0,0.36696
498.0,0.36777
499.0,0.36873
500.0,0.36946
501.0,0.36982
502.0,0.37005
503.0,0.37087
504.0,0.3711
505.0,0.36893
506.0,0.36818
507.0,0.37174
508.0,0.37461
509.0,0.37663
510.0,0.37798
511.0,0.37894
512.0,0.38085
513.0,0.38253
514.0,0.3831
515.0,0.38465
516.0,0.38558
517.0,0.38699
518.0,0.38706
519.0,0.38897
520.0,0.38979
521.0,0.39123
522.0,0.39176
523.0,0.3921
524.0,0.39369
525.0,0.39495
